(-1, 446.89449763298035, 'n')
(-1, 445.9453032016754, 'n')
(-1, 447.5512623786926, 'n')
(-1, 435.49050188064575, 'n')
(-1, 446.2467784881592, 'n')
(-1, 441.6408660411835, 'n')
(-1, 429.1242642402649, 'n')
(-1, 427.9509265422821, 'n')
(-1, 445.6346321105957, 'n')
(-1, 439.73495149612427, 'n')
(-1, 448.990905046463, 'n')
(-1, 448.8275899887085, 'n')
(-1, 475.9084017276764, 'n')
(-1, 457.47711515426636, 'n')
(-1, 454.58986926078796, 'n')
(-1, 435.8401131629944, 'n')
(-1, 469.3805584907532, 'n')
(-1, 458.75016260147095, 'n')
(-1, 443.37917137145996, 'n')
(-1, 458.25482726097107, 'n')
(-1, 456.2702622413635, 'n')
(-1, 672.0821509361267, 'n')
(-1, 734.5684287548065, 'n')
(-1, 534.9916911125183, 'n')
(-1, 474.97946190834045, 'n')
(-1, 660.1606848239899, 'n')
(-1, 618.6200025081635, 'n')
(-1, 902.1509902477264, 'n')
(-1, 915.9378530979156, 'n')
(-1, 957.564404964447, 'n')
